Date,Open,High,Low,Close,Adj Close,Volume
2020-07-15,43.790375,44.009056,42.991428,43.278954,43.278954,1809900342
2020-07-16,43.263828,43.403973,41.474800,42.035439,42.035439,1543731673
2020-07-17,42.041271,42.341431,41.779114,41.912815,41.912815,1336746650
2020-07-18,41.908268,42.830250,41.782635,42.425865,42.425865,1141296421
2020-07-19,42.425865,42.697979,41.883610,42.552731,42.552731,1140767149
2020-07-20,42.551159,42.706463,41.642338,41.975811,41.975811,1152077279
2020-07-21,41.973995,43.928329,41.885818,43.616150,43.616150,1384220462
2020-07-22,43.606789,45.000843,43.319260,44.936115,44.936115,1383704376
2020-07-23,44.939594,45.466652,44.577511,44.850079,44.850079,1775727714
2020-07-24,44.850105,44.880478,44.058842,44.182541,44.182541,1620747746
2020-07-25,44.107262,49.162403,44.067894,48.804768,48.804768,2433671618
2020-07-26,48.836586,50.378803,47.715778,47.978718,47.978718,2587129920
2020-07-27,47.973759,54.931488,47.521111,52.950027,52.950027,3397559596
2020-07-28,53.060986,57.130966,51.903347,55.575207,55.575207,3293197775
2020-07-29,55.591705,56.692726,55.030090,55.172005,55.172005,2572759911
2020-07-30,55.100842,57.971043,54.076878,56.643112,56.643112,3015740898
2020-07-31,56.654850,58.738693,55.826443,57.998138,57.998138,2461431454
2020-08-01,57.998138,61.663177,57.504925,61.293224,61.293224,3124975567
2020-08-02,61.259525,64.459045,55.802589,56.641445,56.641445,3499183526
2020-08-03,56.624901,59.644955,56.136665,58.468903,58.468903,2250487587
2020-08-04,58.462353,59.415920,56.800510,57.533054,57.533054,2088598738
2020-08-05,57.576206,59.765854,57.117451,59.010708,59.010708,2144590019
2020-08-06,58.986931,60.563934,57.976067,59.164265,59.164265,2241049269
2020-08-07,59.148300,60.841263,55.871727,57.245533,57.245533,2756992175
2020-08-08,57.205868,58.542938,56.651360,58.129208,58.129208,1726820323
2020-08-09,58.228046,58.660080,56.499744,57.139030,57.139030,1601010110
